attendancePercentage,quizAverage,assignmentAverage,internalMarks,riskLevel
100,90,95,29,LOW
82,71,60,23,MEDIUM
93,99,89,27,LOW
41,39,39,11,HIGH
90,87,91,25,LOW
67,67,74,22,MEDIUM
50,53,52,16,HIGH
75,74,79,23,MEDIUM
84,93,83,27,LOW
84,64,63,21,MEDIUM
90,86,83,26,LOW
90,85,87,26,LOW
78,70,73,22,MEDIUM
72,76,75,24,MEDIUM
77,79,76,24,MEDIUM
61,58,60,20,HIGH
95,92,80,27,LOW
70,68,71,21,MEDIUM
66,68,70,20,MEDIUM
80,66,68,22,MEDIUM
96,100,96,28,LOW
75,72,67,21,MEDIUM
90,91,84,27,LOW
51,47,50,15,HIGH
90,81,98,26,LOW
97,84,87,27,LOW
90,88,93,25,LOW
73,74,62,19,MEDIUM
78,66,72,23,MEDIUM
91,80,89,25,LOW
82,69,62,18,MEDIUM
85,88,86,27,LOW
95,91,83,28,LOW
86,85,79,26,LOW
76,73,71,23,MEDIUM
79,80,85,27,LOW
99,92,100,28,LOW
64,68,73,21,MEDIUM
73,70,81,21,MEDIUM
100,90,88,29,LOW
76,79,73,22,MEDIUM
78,72,77,23,MEDIUM
99,89,90,28,LOW
84,84,78,24,MEDIUM
75,67,71,21,MEDIUM
96,89,86,28,LOW
86,87,80,25,LOW
56,44,53,15,HIGH
41,53,44,14,HIGH
90,80,87,27,LOW
74,77,87,25,MEDIUM
57,67,55,16,HIGH
80,75,76,23,MEDIUM
69,71,65,20,MEDIUM
80,86,91,24,LOW
78,84,76,24,MEDIUM
83,63,61,22,MEDIUM
89,84,91,26,LOW
68,65,60,20,MEDIUM
69,55,67,21,MEDIUM
60,64,47,16,HIGH
77,77,72,22,MEDIUM
97,91,84,25,LOW
78,67,68,22,MEDIUM
94,94,90,26,LOW
46,42,38,13,HIGH
81,74,71,21,MEDIUM
74,70,63,23,MEDIUM
49,49,53,16,HIGH
72,84,74,23,MEDIUM
69,79,72,20,MEDIUM
83,88,84,23,LOW
95,53,49,16,MEDIUM
55,53,57,16,HIGH
50,53,51,15,HIGH
86,97,91,30,LOW
92,94,86,27,LOW
91,84,96,27,LOW
78,74,76,24,MEDIUM
90,84,91,27,LOW
84,86,93,27,LOW
84,82,89,26,LOW
89,95,91,27,LOW
75,76,78,24,MEDIUM
91,84,93,30,LOW
57,59,65,18,HIGH
73,72,82,23,MEDIUM
90,82,90,26,LOW
78,75,62,19,MEDIUM
95,91,96,29,LOW
91,88,92,28,LOW
94,93,97,29,LOW
82,66,66,19,MEDIUM
66,69,72,21,MEDIUM
60,95,89,27,MEDIUM
75,64,70,21,MEDIUM
75,70,68,22,MEDIUM
48,49,45,15,HIGH
77,76,83,24,MEDIUM
72,75,77,22,MEDIUM
88,94,86,28,LOW
92,96,99,27,LOW
49,48,51,18,HIGH
71,54,62,16,HIGH
67,51,69,20,MEDIUM
64,53,56,15,HIGH
86,98,84,26,LOW
73,72,74,22,MEDIUM
77,78,83,23,MEDIUM
66,72,72,19,MEDIUM
40,50,39,14,HIGH
88,94,95,29,LOW
82,68,72,22,MEDIUM
71,66,73,22,MEDIUM
81,86,84,24,LOW
59,68,70,19,MEDIUM
48,49,56,15,HIGH
86,92,92,27,LOW
95,94,100,27,LOW
75,69,77,21,MEDIUM
66,63,73,20,MEDIUM
49,54,56,16,HIGH
82,76,77,25,MEDIUM
49,44,54,12,HIGH
100,97,99,28,LOW
66,56,69,20,MEDIUM
88,95,90,28,LOW
56,57,47,16,HIGH
90,92,100,29,LOW
91,90,91,28,LOW
88,90,100,27,LOW
89,86,87,25,LOW
86,88,89,27,LOW
85,96,85,28,LOW
66,63,55,20,MEDIUM
98,96,92,28,LOW
93,90,88,26,LOW
81,75,61,21,MEDIUM
95,84,90,29,LOW
75,80,72,24,MEDIUM
79,78,81,25,MEDIUM
57,63,57,18,HIGH
94,98,100,29,LOW
94,87,91,29,LOW
69,73,72,21,MEDIUM
77,69,70,23,MEDIUM
46,40,55,15,HIGH
81,94,82,26,LOW
79,78,73,20,MEDIUM
93,98,95,29,LOW
87,85,83,28,LOW
98,90,90,28,LOW
47,46,48,13,HIGH
85,81,85,26,LOW
65,67,65,21,MEDIUM
56,60,62,18,HIGH
83,67,72,20,MEDIUM
53,87,85,25,MEDIUM
71,66,75,19,MEDIUM
79,85,91,24,LOW
90,86,90,26,LOW
81,78,79,24,MEDIUM
87,88,89,25,LOW
70,74,73,22,MEDIUM
91,97,99,27,LOW
96,88,85,27,LOW
91,85,95,25,LOW
94,85,96,28,LOW
56,51,54,16,HIGH
94,85,90,25,LOW
92,91,85,24,LOW
100,96,96,30,LOW
98,99,98,29,LOW
46,49,59,15,HIGH
80,73,81,23,MEDIUM
90,79,77,25,LOW
89,86,89,24,LOW
74,71,66,21,MEDIUM
97,91,97,30,LOW
80,77,66,20,MEDIUM
93,87,100,28,LOW
88,90,89,27,LOW
60,60,68,21,MEDIUM
69,76,67,22,MEDIUM
59,56,52,16,HIGH
71,78,79,21,MEDIUM
72,79,80,21,MEDIUM
74,69,66,22,MEDIUM
100,100,100,30,LOW
61,49,45,14,HIGH
76,67,63,22,MEDIUM
68,70,67,20,MEDIUM
88,89,93,27,LOW
77,89,94,23,LOW
65,75,69,20,MEDIUM
88,95,88,26,LOW
80,88,78,25,LOW
90,98,89,29,LOW
88,84,86,25,LOW
80,82,85,27,LOW
83,88,86,24,LOW
94,88,93,27,LOW
100,100,100,29,LOW
85,92,93,26,LOW
52,49,48,16,HIGH
61,91,90,28,LOW
74,68,62,17,MEDIUM
90,92,97,28,LOW
75,68,78,23,MEDIUM
53,49,55,16,HIGH
76,73,83,21,MEDIUM
88,83,85,27,LOW
81,69,65,20,MEDIUM
76,62,65,20,MEDIUM
88,92,92,27,LOW
83,99,94,27,LOW
86,78,96,28,LOW
60,94,95,27,LOW
65,65,70,19,MEDIUM
40,45,41,12,HIGH
61,51,58,15,HIGH
81,82,88,24,LOW
95,93,95,28,LOW
99,92,93,26,LOW
90,84,94,25,LOW
93,96,100,28,LOW
96,96,96,29,LOW
53,46,50,16,HIGH
57,87,96,28,MEDIUM
44,46,43,12,HIGH
98,100,99,29,LOW
43,44,48,14,HIGH
85,86,91,26,LOW
74,61,65,20,MEDIUM
94,94,92,28,LOW
47,50,48,16,HIGH
83,91,89,25,LOW
95,89,100,29,LOW
91,84,93,27,LOW
69,74,73,21,MEDIUM
88,92,91,28,LOW
93,49,49,14,HIGH
72,61,63,23,MEDIUM
94,92,90,30,LOW
80,64,66,18,MEDIUM
75,74,80,24,MEDIUM
80,82,67,24,MEDIUM
100,100,96,28,LOW
64,66,59,20,MEDIUM
44,42,47,12,HIGH
82,90,86,26,LOW
85,94,86,28,LOW
94,85,90,25,LOW
65,48,61,17,HIGH
49,43,53,18,HIGH
97,91,96,29,LOW
81,85,80,21,MEDIUM
74,77,71,21,MEDIUM
87,85,83,26,LOW
54,53,46,16,HIGH
45,57,51,17,HIGH
72,82,82,23,MEDIUM
86,85,79,26,LOW
92,95,98,29,LOW
89,81,84,26,LOW
90,91,86,25,LOW
88,92,89,27,LOW
71,72,77,23,MEDIUM
77,84,86,26,LOW
77,81,71,23,MEDIUM
80,87,82,24,MEDIUM
86,88,93,25,LOW
99,96,95,28,LOW
85,80,77,24,MEDIUM
91,86,98,28,LOW
73,75,68,22,MEDIUM
79,72,71,19,MEDIUM
70,73,67,22,MEDIUM
54,90,89,26,MEDIUM
49,53,46,16,HIGH
66,61,70,21,MEDIUM
78,64,74,19,MEDIUM
82,77,75,23,MEDIUM
96,96,84,26,LOW
75,74,71,17,MEDIUM
94,100,84,28,LOW
49,46,54,14,HIGH
100,100,100,27,LOW
90,77,91,25,LOW
82,78,85,26,LOW
93,87,99,29,LOW
71,72,77,21,MEDIUM
82,83,87,25,LOW
93,92,84,28,LOW
92,88,100,29,LOW
62,67,74,22,MEDIUM
81,74,71,24,MEDIUM
44,49,44,12,HIGH
84,70,67,20,MEDIUM
67,64,76,19,MEDIUM
76,67,71,21,MEDIUM
66,61,78,20,MEDIUM
82,92,96,27,LOW
86,99,89,27,LOW
52,50,64,17,HIGH
89,92,93,28,LOW
91,82,82,27,LOW
89,100,97,30,LOW
91,100,93,27,LOW
74,79,80,24,MEDIUM
42,59,50,17,HIGH
73,61,71,21,MEDIUM
100,96,95,27,LOW
93,85,97,25,LOW
64,60,68,20,MEDIUM
54,52,56,16,HIGH
89,85,79,26,LOW
91,84,89,26,LOW
86,84,81,26,LOW
90,92,93,27,LOW
74,70,65,19,MEDIUM
57,86,89,27,MEDIUM
84,94,100,26,LOW
84,86,89,26,LOW
68,79,77,21,MEDIUM
98,90,100,27,LOW
67,62,77,21,MEDIUM
77,65,68,23,MEDIUM
42,50,41,13,HIGH
79,67,66,20,MEDIUM
67,61,72,20,MEDIUM
56,70,64,19,MEDIUM
69,72,71,21,MEDIUM
94,84,94,29,LOW
65,68,70,20,MEDIUM
83,65,78,25,MEDIUM
93,99,95,30,LOW
95,42,42,15,HIGH
50,50,64,17,HIGH
64,71,76,23,MEDIUM
97,95,92,29,LOW
81,81,76,25,MEDIUM
79,65,65,23,MEDIUM
95,49,53,14,MEDIUM
74,72,86,25,MEDIUM
94,87,99,28,LOW
77,78,88,23,MEDIUM
74,68,71,21,MEDIUM
62,56,56,18,HIGH
81,66,64,20,MEDIUM
70,65,66,19,MEDIUM
93,85,89,28,LOW
92,50,50,15,MEDIUM
60,63,60,18,HIGH
56,55,55,17,HIGH
95,100,95,29,LOW
66,58,67,20,MEDIUM
50,52,49,16,HIGH
78,84,74,25,MEDIUM
80,72,81,22,MEDIUM
97,94,99,29,LOW
80,66,68,21,MEDIUM
43,36,41,11,HIGH
91,93,85,24,LOW
79,75,70,24,MEDIUM
46,60,58,15,HIGH
85,93,91,27,LOW
93,100,100,28,LOW
89,88,86,26,LOW
91,100,96,29,LOW
100,94,97,29,LOW
86,84,91,25,LOW
80,74,71,16,MEDIUM
79,73,71,23,MEDIUM
40,43,40,10,HIGH
95,87,93,27,LOW
91,79,84,26,LOW
87,85,92,27,LOW
71,67,86,23,MEDIUM
98,100,97,29,LOW
48,35,52,12,HIGH
55,63,52,18,HIGH
88,85,97,27,LOW
86,90,93,28,LOW
94,91,98,28,LOW
85,84,81,24,LOW
61,66,58,18,HIGH
89,83,79,26,LOW
71,80,79,22,MEDIUM
40,35,44,11,HIGH
91,100,94,28,LOW
51,48,42,14,HIGH
93,91,87,28,LOW
94,92,94,28,LOW
85,82,91,27,LOW
87,91,99,28,LOW
49,52,43,15,HIGH
40,33,45,12,HIGH
66,56,65,19,MEDIUM
72,66,74,21,MEDIUM
74,70,60,22,MEDIUM
56,56,56,15,HIGH
77,70,67,20,MEDIUM
92,99,95,25,LOW
95,85,95,27,LOW
88,90,84,28,LOW
73,73,77,23,MEDIUM
69,73,84,22,MEDIUM
81,78,91,26,LOW
77,69,62,17,MEDIUM
86,95,83,27,LOW
89,95,90,28,LOW
55,58,54,16,HIGH
82,88,82,27,LOW
92,89,93,29,LOW
70,59,78,22,MEDIUM
72,63,75,21,MEDIUM
90,85,91,28,LOW
78,89,76,23,MEDIUM
84,83,72,23,MEDIUM
94,85,98,27,LOW
72,80,78,24,MEDIUM
92,86,95,27,LOW
78,82,80,23,MEDIUM
72,81,77,22,MEDIUM
86,89,89,26,LOW
88,74,77,24,MEDIUM
61,92,91,28,LOW
40,50,35,13,HIGH
94,51,43,15,MEDIUM
60,64,64,22,MEDIUM
75,72,72,23,MEDIUM
85,86,89,26,LOW
88,81,86,29,LOW
85,86,99,28,LOW
74,62,75,21,MEDIUM
75,54,65,21,MEDIUM
92,87,94,28,LOW
88,86,92,27,LOW
63,63,66,21,MEDIUM
73,68,71,21,MEDIUM
64,66,68,22,MEDIUM
88,96,88,27,LOW
99,97,93,28,LOW
75,69,83,22,MEDIUM
59,89,88,26,MEDIUM
52,46,48,15,HIGH
80,81,78,23,MEDIUM
80,74,71,20,MEDIUM
54,44,43,14,HIGH
59,51,54,16,HIGH
90,93,97,26,LOW
83,92,92,24,LOW
100,100,93,30,LOW
90,87,93,28,LOW
90,90,82,26,LOW
91,82,84,26,LOW
100,100,100,29,LOW
88,83,76,26,LOW
71,71,74,21,MEDIUM
81,64,69,20,MEDIUM
73,77,75,23,MEDIUM
71,72,73,23,MEDIUM
73,86,75,25,MEDIUM
79,73,74,20,MEDIUM
43,43,39,11,HIGH
75,73,78,22,MEDIUM
91,99,83,27,LOW
78,83,78,25,MEDIUM
74,68,78,22,MEDIUM
81,67,79,21,MEDIUM
72,70,74,22,MEDIUM
88,98,87,28,LOW
94,91,98,29,LOW
78,69,69,19,MEDIUM
92,84,96,26,LOW
48,47,52,14,HIGH
78,78,80,25,MEDIUM
86,95,87,27,LOW
83,77,85,23,MEDIUM
98,98,91,27,LOW
86,85,83,26,LOW
67,71,69,22,MEDIUM
89,93,91,27,LOW
50,50,53,17,HIGH
73,75,76,23,MEDIUM
82,89,85,26,LOW
89,85,97,28,LOW
76,81,79,22,MEDIUM
82,79,73,24,MEDIUM
45,66,50,16,HIGH
93,88,94,28,LOW
83,83,83,25,LOW
94,86,88,25,LOW
57,93,89,28,MEDIUM
68,71,66,21,MEDIUM
95,91,91,28,LOW
76,79,74,23,MEDIUM
81,77,80,24,MEDIUM
53,56,60,17,HIGH
78,83,79,22,MEDIUM
73,74,71,23,MEDIUM
54,53,59,18,HIGH
86,89,85,28,LOW
97,100,100,29,LOW
59,46,50,17,HIGH
68,68,75,21,MEDIUM
79,71,90,24,MEDIUM
51,41,54,15,HIGH
52,60,54,18,HIGH
98,97,100,29,LOW
76,73,74,21,MEDIUM
80,74,77,22,MEDIUM
71,63,75,20,MEDIUM
50,57,48,15,HIGH
97,95,100,29,LOW
84,82,87,25,LOW
89,91,84,28,LOW
58,56,56,21,HIGH
60,88,86,28,MEDIUM
100,95,100,30,LOW
87,91,87,23,LOW
98,96,95,29,LOW
40,49,52,16,HIGH
73,64,69,18,MEDIUM
69,73,79,24,MEDIUM
49,58,56,16,HIGH
78,69,69,18,MEDIUM
87,88,91,24,LOW
71,79,88,23,MEDIUM
98,98,100,29,LOW
72,74,71,23,MEDIUM
66,58,74,19,MEDIUM
86,97,91,27,LOW
90,85,88,27,LOW
51,50,52,15,HIGH
79,80,86,22,MEDIUM
79,90,84,26,LOW
74,84,79,21,MEDIUM
81,69,72,21,MEDIUM
81,85,83,26,LOW
49,62,45,16,HIGH
80,72,65,22,MEDIUM
98,86,97,27,LOW
85,96,93,26,LOW
76,83,80,23,MEDIUM
100,100,95,28,LOW
78,75,90,24,MEDIUM
75,93,89,24,LOW
90,93,91,30,LOW
87,80,74,27,LOW
74,75,76,22,MEDIUM
95,84,98,27,LOW
100,100,99,29,LOW
54,48,56,17,HIGH
74,78,82,24,MEDIUM
71,66,68,23,MEDIUM
82,78,83,23,MEDIUM
91,99,93,29,LOW
79,82,88,25,LOW
96,95,97,28,LOW
74,65,82,22,MEDIUM
80,82,89,24,LOW
78,72,66,22,MEDIUM
40,48,52,15,HIGH
76,63,68,22,MEDIUM
76,74,74,21,MEDIUM
93,89,91,26,LOW
87,85,86,26,LOW
87,88,83,26,LOW
90,89,94,26,LOW
95,90,91,29,LOW
94,99,93,25,LOW
75,81,80,23,MEDIUM
71,61,59,20,MEDIUM
67,60,62,21,MEDIUM
82,81,87,25,LOW
81,78,76,21,MEDIUM
75,65,66,18,MEDIUM
88,74,82,24,MEDIUM
53,57,55,17,HIGH
87,87,90,27,LOW
89,87,100,27,LOW
80,77,82,24,MEDIUM
73,79,69,22,MEDIUM
96,50,52,14,MEDIUM
91,95,93,26,LOW
82,86,87,24,LOW
93,86,90,28,LOW
79,84,83,25,LOW
92,89,94,26,LOW
76,65,66,22,MEDIUM
53,45,52,15,HIGH
87,88,94,25,LOW
88,96,100,27,LOW
78,87,82,24,MEDIUM
58,49,54,17,HIGH
79,61,63,20,MEDIUM
94,88,99,27,LOW
44,48,44,13,HIGH
94,90,91,28,LOW
59,64,51,16,HIGH
82,85,84,26,LOW
96,98,100,30,LOW
94,94,100,26,LOW
64,75,73,20,MEDIUM
84,87,91,27,LOW
80,80,79,25,MEDIUM
97,53,56,14,MEDIUM
93,100,93,29,LOW
54,56,53,17,HIGH
63,57,62,20,MEDIUM
55,53,54,15,HIGH
98,91,93,26,LOW
91,87,91,26,LOW
81,69,85,27,LOW
83,64,71,19,MEDIUM
53,57,55,20,HIGH
76,69,73,18,MEDIUM
71,71,70,21,MEDIUM
63,56,59,16,HIGH
97,41,40,14,HIGH
94,97,94,27,LOW
92,88,87,26,LOW
72,79,66,20,MEDIUM
80,86,89,25,LOW
98,94,92,27,LOW
79,79,72,23,MEDIUM
93,88,100,30,LOW
63,87,89,27,MEDIUM
95,98,87,26,LOW
86,92,78,27,LOW
77,68,80,20,MEDIUM
74,71,73,22,MEDIUM
66,74,84,22,MEDIUM
90,93,90,26,LOW
84,94,87,28,LOW
77,71,67,17,MEDIUM
77,100,88,25,LOW
100,99,100,28,LOW
66,66,65,18,MEDIUM
83,88,94,25,LOW
72,78,80,24,MEDIUM
61,67,61,21,MEDIUM
100,94,95,29,LOW
80,69,63,22,MEDIUM
74,80,91,24,MEDIUM
90,83,81,26,LOW
93,99,94,29,LOW
66,73,70,19,MEDIUM
90,93,95,27,LOW
89,88,92,27,LOW
99,82,96,30,LOW
88,98,88,27,LOW
92,100,98,27,LOW
83,87,87,26,LOW
88,86,100,27,LOW
81,76,65,21,MEDIUM
78,68,68,19,MEDIUM
71,63,72,19,MEDIUM
91,89,93,29,LOW
92,91,91,27,LOW
72,76,66,21,MEDIUM
51,48,62,15,HIGH
62,89,87,27,MEDIUM
72,65,65,22,MEDIUM
92,92,98,27,LOW
98,100,100,29,LOW
52,42,57,15,HIGH
81,86,89,24,LOW
61,95,86,26,MEDIUM
96,89,94,29,LOW
94,84,90,27,LOW
67,67,72,22,MEDIUM
58,48,50,16,HIGH
76,82,81,25,MEDIUM
100,100,100,30,LOW
93,90,100,28,LOW
40,41,36,13,HIGH
83,76,78,22,MEDIUM
87,92,87,25,LOW
89,88,92,27,LOW
88,94,100,26,LOW
61,57,53,15,HIGH
74,78,88,24,MEDIUM
83,70,65,21,MEDIUM
49,63,51,15,HIGH
58,57,76,18,MEDIUM
77,79,89,22,MEDIUM
74,82,76,21,MEDIUM
70,66,69,20,MEDIUM
41,41,41,14,HIGH
88,76,72,24,MEDIUM
66,70,76,23,MEDIUM
86,80,100,27,LOW
58,48,49,15,HIGH
71,81,74,22,MEDIUM
86,94,94,26,LOW
77,87,83,23,MEDIUM
40,51,33,11,HIGH
41,48,52,12,HIGH
45,45,45,14,HIGH
98,98,97,29,LOW
86,84,83,26,LOW
50,49,61,13,HIGH
95,93,99,28,LOW
97,98,100,29,LOW
82,69,66,24,MEDIUM
96,86,96,28,LOW
78,70,84,22,MEDIUM
74,84,79,22,MEDIUM
78,70,79,20,MEDIUM
84,85,82,28,LOW
61,93,88,29,LOW
87,89,86,26,LOW
74,83,82,22,MEDIUM
75,77,73,24,MEDIUM
82,68,72,18,MEDIUM
92,95,92,28,LOW
91,81,77,27,LOW
72,67,66,23,MEDIUM
64,60,60,20,MEDIUM
65,60,74,21,MEDIUM
89,79,85,26,LOW
69,63,65,18,MEDIUM
69,66,56,20,MEDIUM
74,74,77,22,MEDIUM
93,97,92,28,LOW
46,41,50,14,HIGH
61,56,61,16,HIGH
52,49,45,16,HIGH
89,95,89,29,LOW
51,66,61,16,HIGH
51,40,58,14,HIGH
93,96,89,28,LOW
89,97,100,29,LOW
90,100,95,30,LOW
52,58,60,15,HIGH
69,77,81,24,MEDIUM
86,86,85,26,LOW
80,90,94,28,LOW
63,65,61,19,MEDIUM
43,41,47,15,HIGH
72,73,74,23,MEDIUM
53,51,55,16,HIGH
63,65,70,20,MEDIUM
77,69,74,20,MEDIUM
84,83,80,26,LOW
89,87,93,26,LOW
95,92,92,27,LOW
93,88,92,26,LOW
77,71,67,18,MEDIUM
90,89,99,29,LOW
86,92,83,27,LOW
86,91,97,26,LOW
78,78,85,27,LOW
46,55,43,14,HIGH
47,59,50,15,HIGH
58,51,53,17,HIGH
89,83,90,28,LOW
63,90,88,26,MEDIUM
80,70,65,18,MEDIUM
77,82,81,26,MEDIUM
76,71,81,23,MEDIUM
88,100,95,27,LOW
53,51,45,14,HIGH
92,97,98,27,LOW
73,65,75,21,MEDIUM
63,72,70,20,MEDIUM
45,47,43,16,HIGH
94,90,84,29,LOW
77,78,72,21,MEDIUM
93,47,49,15,MEDIUM
52,56,50,13,HIGH
65,74,74,23,MEDIUM
69,71,70,21,MEDIUM
85,76,74,24,MEDIUM
77,82,78,25,MEDIUM
77,76,81,22,MEDIUM
96,99,98,28,LOW
84,72,73,17,MEDIUM
87,94,88,27,LOW
100,100,97,30,LOW
69,66,68,18,MEDIUM
78,67,83,23,MEDIUM
96,90,94,30,LOW
49,53,54,15,HIGH
98,97,90,28,LOW
70,71,61,22,MEDIUM
87,84,84,25,LOW
88,85,86,24,LOW
45,43,38,13,HIGH
68,69,64,21,MEDIUM
56,59,62,17,HIGH
93,94,98,28,LOW
57,49,53,16,HIGH
78,66,69,22,MEDIUM
93,93,99,28,LOW
65,66,61,21,MEDIUM
84,79,86,24,LOW
73,81,88,24,MEDIUM
61,49,64,15,HIGH
75,70,81,23,MEDIUM
91,85,92,25,LOW
50,55,51,15,HIGH
85,80,96,28,LOW
48,56,50,16,HIGH
73,76,71,21,MEDIUM
95,98,95,29,LOW
49,45,48,16,HIGH
77,88,85,25,LOW
87,72,79,25,MEDIUM
70,69,72,22,MEDIUM
91,96,83,26,LOW
45,51,50,16,HIGH
72,86,80,23,MEDIUM
98,100,84,27,LOW
52,42,48,17,HIGH
75,67,81,21,MEDIUM
80,77,69,20,MEDIUM
72,77,70,22,MEDIUM
70,69,78,22,MEDIUM
92,93,91,30,LOW
74,72,73,23,MEDIUM
55,49,60,16,HIGH
87,97,95,26,LOW
81,76,82,25,MEDIUM
81,84,88,27,LOW
84,87,92,27,LOW
68,76,72,23,MEDIUM
89,90,93,27,LOW
51,51,57,14,HIGH
65,76,74,21,MEDIUM
45,40,48,13,HIGH
70,62,71,21,MEDIUM
85,83,87,26,LOW
41,48,48,15,HIGH
87,92,94,27,LOW
79,85,85,25,LOW
95,82,93,27,LOW
100,86,93,28,LOW
65,67,61,21,MEDIUM
94,100,98,29,LOW
89,98,96,30,LOW
85,84,79,25,LOW
95,90,91,28,LOW
59,60,52,15,HIGH
41,40,30,13,HIGH
68,62,60,16,HIGH
49,55,56,16,HIGH
82,66,71,27,MEDIUM
80,61,71,20,MEDIUM
85,89,97,26,LOW
90,82,85,26,LOW
81,65,67,17,MEDIUM
81,86,90,25,LOW
88,93,75,28,LOW
74,72,81,23,MEDIUM
77,66,71,20,MEDIUM
92,94,95,28,LOW
71,72,69,21,MEDIUM
49,47,51,15,HIGH
60,65,57,18,HIGH
93,86,97,28,LOW
74,64,76,22,MEDIUM
72,70,73,21,MEDIUM
89,82,91,25,LOW
80,85,79,26,LOW
89,94,100,28,LOW
74,76,82,24,MEDIUM
44,35,40,15,HIGH
71,82,84,23,MEDIUM
82,80,78,24,MEDIUM
81,68,67,18,MEDIUM
73,80,86,22,MEDIUM
79,72,79,22,MEDIUM
95,91,94,27,LOW
77,78,83,25,MEDIUM
56,68,67,19,MEDIUM
96,92,95,28,LOW
70,67,64,20,MEDIUM
88,89,83,25,LOW
85,87,94,26,LOW
83,76,85,24,MEDIUM
71,82,72,21,MEDIUM
83,69,65,19,MEDIUM
68,69,71,22,MEDIUM
95,94,89,28,LOW
85,80,79,24,MEDIUM
98,100,94,29,LOW
75,79,85,22,MEDIUM
74,71,68,21,MEDIUM
90,93,99,29,LOW
83,82,80,25,LOW
50,44,45,15,HIGH
93,85,88,28,LOW
43,48,51,14,HIGH
70,71,67,21,MEDIUM
87,86,90,25,LOW
78,75,78,25,MEDIUM
97,95,89,28,LOW
93,89,99,27,LOW
81,79,74,23,MEDIUM
72,68,71,22,MEDIUM
90,80,86,28,LOW
71,66,66,19,MEDIUM
90,82,84,26,LOW
93,87,84,26,LOW
91,96,100,29,LOW
97,90,97,29,LOW
79,85,79,26,LOW
71,69,67,23,MEDIUM
68,72,73,23,MEDIUM
70,82,79,22,MEDIUM
56,59,54,15,HIGH
40,34,35,10,HIGH
87,91,79,28,LOW
41,38,46,12,HIGH
91,88,89,27,LOW
96,96,94,28,LOW
97,100,100,29,LOW
92,94,96,27,LOW
73,76,63,20,MEDIUM
90,93,93,28,LOW
80,86,95,27,LOW
70,65,62,19,MEDIUM
80,66,70,21,MEDIUM
83,73,70,19,MEDIUM
80,82,76,23,MEDIUM
80,78,77,23,MEDIUM
76,74,72,20,MEDIUM
45,41,47,14,HIGH
90,88,85,26,LOW
88,85,84,26,LOW
79,75,82,25,MEDIUM
81,59,68,19,MEDIUM
51,54,56,15,HIGH
65,69,75,20,MEDIUM
72,70,74,19,MEDIUM
63,60,64,20,MEDIUM
75,62,72,20,MEDIUM
78,73,76,24,MEDIUM
72,75,82,26,MEDIUM
41,56,47,12,HIGH
72,65,73,21,MEDIUM
64,68,67,19,MEDIUM
94,91,96,28,LOW
42,49,41,14,HIGH
89,82,96,25,LOW
100,100,95,30,LOW
83,72,83,23,MEDIUM
94,49,48,14,HIGH
85,90,93,28,LOW
85,87,88,28,LOW
78,85,76,25,MEDIUM
41,42,48,13,HIGH
94,92,83,25,LOW
99,93,100,27,LOW
84,85,75,26,LOW
54,52,48,17,HIGH
89,87,81,26,LOW
79,74,78,24,MEDIUM
75,80,82,24,MEDIUM
100,93,96,27,LOW
54,65,58,17,HIGH
79,72,73,17,MEDIUM
94,85,94,28,LOW
89,92,91,28,LOW
68,71,80,21,MEDIUM
85,90,98,25,LOW
93,98,90,28,LOW
74,74,82,23,MEDIUM
74,65,61,21,MEDIUM
69,74,67,23,MEDIUM
69,81,70,21,MEDIUM
70,72,68,22,MEDIUM
83,91,95,25,LOW
53,41,51,15,HIGH
96,87,96,27,LOW
70,62,64,20,MEDIUM
48,42,45,13,HIGH
92,96,100,28,LOW
41,38,35,14,HIGH
92,49,45,14,HIGH
80,72,77,23,MEDIUM
40,32,48,13,HIGH
79,76,69,19,MEDIUM
46,48,51,14,HIGH
73,73,66,19,MEDIUM
82,76,71,22,MEDIUM
95,99,86,27,LOW
93,100,98,28,LOW
77,84,82,26,LOW
100,100,99,29,LOW
87,92,89,28,LOW
82,72,68,24,MEDIUM
89,91,100,28,LOW
55,57,60,17,HIGH
77,83,85,27,LOW
75,69,70,20,MEDIUM
53,53,55,16,HIGH
91,95,83,26,LOW
96,49,49,16,MEDIUM
82,84,85,24,LOW
72,79,77,21,MEDIUM
89,98,85,28,LOW
85,78,100,28,LOW
79,75,77,22,MEDIUM
78,72,68,18,MEDIUM
44,49,41,12,HIGH
49,45,50,13,HIGH
98,96,98,30,LOW
40,43,32,10,HIGH
55,67,64,20,MEDIUM
81,71,84,24,MEDIUM
74,75,72,23,MEDIUM
85,92,93,25,LOW
43,46,39,13,HIGH
95,100,100,28,LOW
54,54,53,15,HIGH
42,50,50,17,HIGH
81,73,78,22,MEDIUM
41,44,42,12,HIGH
75,78,86,23,MEDIUM
89,88,95,28,LOW
87,86,95,26,LOW
88,90,80,26,LOW
76,74,68,23,MEDIUM
84,82,84,28,LOW
56,54,56,16,HIGH
92,100,87,26,LOW
60,56,52,14,HIGH
91,85,91,27,LOW
79,79,79,23,MEDIUM
92,89,90,26,LOW
83,85,80,27,LOW
93,92,84,28,LOW
87,85,91,27,LOW
73,68,70,19,MEDIUM
59,65,58,18,HIGH
97,88,95,28,LOW
50,67,53,16,HIGH
83,84,94,27,LOW
61,66,67,21,MEDIUM
86,90,84,27,LOW
